Species,Order,Family,Year,Longitude,Latitude,Site,Country,Density (Ind/km2),Method,Mass (g),Diet,Continent,Accessibility_1deg,Human Footprint_1deg,Night Lights_1deg,Cropland_1deg,Pasture_1deg,Human Population Density_1deg,NDVI_1deg,Species Richness_1deg,Accessibility_1km,Human Footprint_1km,Night Lights_1km,Cropland_1km,Pasture_1km,Human Population Density_1km,NDVI_1km,Night Lights_50km,Cropland_50km,Pasture_50km,Human Population Density_50km,NDVI_50km,Accessibility_50km,Human Footprint_50km,Species Richness_50km,Accessibility_10km,Human Footprint_10km,Night Lights_10km,Cropland_10km,Pasture_10km,Human Population Density_10km,NDVI_10km,Species Richness_10km,Accessibility_10kmBuff,Human Footprint_10kmBuff,Night Lights_10kmBuff,Cropland_10kmBuff,Pasture_10kmBuff,Human Population Density_10kmBuff,NDVI_10kmBuff,Species Richness_10kmBuff
Gerbilliscus vicina,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,200,Mark_recapture,95.99,Herbivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,256.24,7.537,0.029,18.528,18.132,22.815,0.534,135.403
Gerbilliscus vicina,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,400,Mark_recapture,95.99,Herbivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,267.469,7.673,0.078,18.456,20.058,23.302,0.533,135.939
Gerbilliscus vicina,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,500,Mark_recapture,95.99,Herbivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,261.523,7.745,0.068,18.672,19.991,24.644,0.533,136.158
Gerbilliscus vicina,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,100,Mark_recapture,95.99,Herbivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,281.429,7.127,0.03,20.006,18.352,20.029,0.544,135.918
Gerbilliscus vicina,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,300,Mark_recapture,95.99,Herbivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,258.575,7.637,0.077,18.393,19.358,23.605,0.53,135.62
Giraffa camelopardalis,Cetartiodactyla,Giraffidae,2007,37.298,-2.679,,Kenya,0.133,,899994.8,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Giraffa camelopardalis,Cetartiodactyla,Giraffidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.263,Census,899994.8,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,NA,10.142,NA,NA,NA,NA,NA,NA
Hippopotamus amphibius,Cetartiodactyla,Hippopotamidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.002,Census,1417490,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,277,10.142,0.058,10.562,11.784,33.79,0.399,165.173
Hippopotamus amphibius,Cetartiodactyla,Hippopotamidae,2007,37.298,-2.679,,Kenya,0.026,,1417490,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,506,NA,0.546,0.232,11.782,9.408,0.291,163.249
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,2007,37.298,-2.679,,Kenya,0.09,,210000.3,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Lepus americanus,Lagomorpha,Leporidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,83.044,Mark_recapture,1710.015,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1262,0.721,0.105,0,0,0.138,0.257,41.053
Lepus americanus,Lagomorpha,Leporidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,68.259,Mark_recapture,1710.015,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1252.75,0.793,0.123,0,0,0.165,0.262,41.21
Lepus americanus,Lagomorpha,Leporidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,72.444,Mark_recapture,1710.015,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1247.405,0.763,0.123,0,0,0.154,0.263,41.101
Lepus americanus,Lagomorpha,Leporidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,56.2,Mark_recapture,1710.015,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1235.345,0.896,0.147,0,0,0.193,0.259,41.092
Lepus capensis,Lagomorpha,Leporidae,2007,24.8,-28.92,,South Africa,16.49,Distance_sampling,3261.669,Herbivore,Africa,133,9.008,0.839,8.163,0,13.382,0.285,63.998,37,8.65,0,0.206,0,2.192,0.264,2.296,3.576,0,33.622,0.285,84,10.003,70.023,63,8.555,0.048,0.093,0,2.323,0.265,70.023,65.812,12.65,2.336,1.771,0,54.903,0.279,69.068
Lepus europaeus,Lagomorpha,Leporidae,2007,9.22,45.08,Province of Pavia,Italy,64.64,Counts,3740,Herbivore,Europe,82,24.755,16.012,25.666,3.793,486.571,0.519,57.804,17,40.874,17.873,39.142,9.095,130.218,0.517,19.77,33.411,5.456,240.517,0.513,74,25.822,55.561,66,29.73,20.872,40.153,6.884,177.978,0.53,55.561,73.953,27.164,21.272,33.432,5.015,306.924,0.517,55.783
Lepus europaeus,Lagomorpha,Leporidae,2007,9.22,45.08,Province of Pavia,Italy,74.59,Counts,3740,Herbivore,Europe,82,24.755,16.012,25.666,3.793,486.571,0.519,57.804,17,40.874,17.873,39.142,9.095,130.218,0.517,19.77,33.411,5.456,240.517,0.513,74,25.822,55.561,66,29.73,20.872,40.153,6.884,177.978,0.53,55.561,80.382,27.063,21.022,32.15,4.882,414.229,0.518,55.922
Litocranius walleri,Cetartiodactyla,Bovidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.02,Census,37999.69,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,277,10.142,0.058,10.562,11.784,33.79,0.399,165.173
Lophocebus aterrimus,Primates,Cercopithecidae,2007,21.143,0.799,Lomako,Democratic Republic of Congo,32,Counts,6510.37,Herbivore,Africa,1092,4.328,0,1.072,0.88,9.152,0.802,108.955,2053,3,0,0.008,0,1.871,0.796,0,0.294,0.087,3.839,0.801,2069,3.398,112.312,1738,3.003,0,0.149,0.044,3.797,0.798,112.312,1990.969,3.293,0,0.533,0.17,5.313,0.799,112.158
Loxodonta africana,Proboscidea,Elephantidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.174,Census,3940034,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,NA,10.142,NA,NA,NA,NA,NA,NA
Loxodonta africana,Proboscidea,Elephantidae,2007,37.298,-2.679,,Kenya,2.479,,3940034,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,415,5.355,0.546,0.462,11.502,9.023,0.272,162.975
Lynx lynx,Carnivora,Felidae,2007,7.33,46.5,northwestern Swiss Alps,Switzerland,1.57,Mark_recapture,17950,Carnivore,Europe,228,17.606,10.432,3.695,9.649,79.816,0.396,65.918,149,11.118,5.576,4.384,16.24,57.581,0.506,8.892,4.221,13.011,78.149,0.466,197,18.47,69.381,144,13.27,5.852,4.647,16.193,34.194,0.501,69.381,144,11.1,5.332,4.647,16.193,34.194,0.501,69.381
Lynx lynx,Carnivora,Felidae,2007,7.6,47.25,Jura North,Switzerland,0.011,Mark_recapture,17950,Carnivore,Europe,104,20.125,17.012,8.761,11.5,273.822,0.601,62.482,39,34.955,23.93,13.33,10.747,371.427,0.645,17.893,12.281,8.916,396.576,0.646,72,26.552,66.836,88,23.458,30.138,11.424,9.622,325.044,0.657,66.836,88,20.017,NA,11.424,9.622,325.044,0.657,66.836
Lynx lynx,Carnivora,Felidae,2007,7.33,46.5,northwestern Swiss Alps,Switzerland,1.09,Mark_recapture,17950,Carnivore,Europe,228,17.606,10.432,3.695,9.649,79.816,0.396,65.918,149,11.118,5.576,4.384,16.24,57.581,0.506,8.892,4.221,13.011,78.149,0.466,197,18.47,69.381,144,13.27,5.852,4.647,16.193,34.194,0.501,69.381,144,11.1,5.852,4.647,16.193,34.194,0.501,69.381
Lynx lynx,Carnivora,Felidae,2007,7.33,46.5,northwestern Swiss Alps,Switzerland,1.73,Mark_recapture,17950,Carnivore,Europe,228,17.606,10.432,3.695,9.649,79.816,0.396,65.918,149,11.118,5.576,4.384,16.24,57.581,0.506,8.892,4.221,13.011,78.149,0.466,197,18.47,69.381,144,13.27,5.852,4.647,16.193,34.194,0.501,69.381,144,11.1,5.332,3.804,14.687,35.683,0.501,69.381
Madoqua kirkii,Cetartiodactyla,Bovidae,2007,37.298,-2.679,,Kenya,0.482,,5300.05,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,506,NA,0.546,NA,NA,NA,0.291,163.249
Marmota sibirica,Rodentia,Sciuridae,2007,115.4,47.4,Dornod,Mongolia,2.538,Distance_sampling,8000,Herbivore,Asia,797,3.825,0.023,0,0,0.365,0.206,33.18,770,2.493,0,0,0,0.086,0.21,0.001,0,0,0.254,0.207,806,3.297,34.06,754,4.673,0,0,0,0.082,0.213,34.06,768,3.902,0,0,0,0.224,0.21,34.101
Marmota sibirica,Rodentia,Sciuridae,2007,113.5,46.5,Sukhbaatar,Mongolia,0.046,Distance_sampling,8000,Herbivore,Asia,582,5.709,0.01,0,0,1.341,0.194,34.043,546,7.051,0,0,0,0.967,0.219,0.016,0,0,2.404,0.214,644,5.867,34.001,596,6.177,0,0,0,0.773,0.217,34.001,596,5.337,NA,0,0,0.773,0.217,34.001
Marmota sibirica,Rodentia,Sciuridae,2007,109.9,47.5,Khenti,Mongolia,0.176,Distance_sampling,8000,Herbivore,Asia,211,5.705,0.03,0.283,0.132,1.299,0.213,38.058,267,9.744,0,0,0,0.824,0.224,0.023,0.01,0,0.949,0.215,244,5.725,37,266,7.518,0,0,0,1.169,0.222,37,NA,NA,0,NA,NA,NA,NA,NA
Martes pennanti,Carnivora,Mustelidae,2007,-119.17,37.42,Sierra National Forest,United States,0.124,Mark_recapture,4000,Carnivore,North America,268,3.34,3.963,8.05,2.227,37.579,0.438,62.115,229,0.162,0,0.011,0,0,0.494,0.889,0.304,0.824,2.685,0.463,375,2.292,69.582,256,0.438,0,0,0,0,0.49,69.582,NA,NA,0,NA,NA,NA,NA,NA
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,4000,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,321.904,7.487,0.131,13.013,18.479,86.52,0.518,115.429
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,3800,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,315.073,7.514,0.127,13.111,18.578,86.846,0.518,116.3
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,6200,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,366.746,7.169,0.11,11.884,16.517,68.762,0.511,107.772
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,10000,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,381.188,6.952,0.078,11.976,16.2,54.582,0.51,99.71
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,7500,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,381.671,7.054,0.098,11.626,16.111,61.243,0.51,104.471
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,9800,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,381.853,6.949,0.08,11.911,16.172,54.835,0.511,100.016
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,5200,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,349.886,7.307,0.128,12.176,17.179,77.55,0.515,110.781
Mastomys natalensis,Rodentia,Muridae,2007,37.133,-6.167,"Berega village, Gairo Division",Tanzania,4000,Mark_recapture,54.54,Omnivore,Africa,266,7.101,0.07,17.018,15.759,16.76,0.533,133.23,158,5.324,0,28.416,38.12,7.859,0.522,0.019,21.91,22.994,33.974,0.477,235,7.085,137.489,131,7.955,0,21.534,18.48,5.882,0.541,137.489,321.904,7.487,0.131,13.013,18.479,86.52,0.518,115.429
Mazama americana,Cetartiodactyla,Cervidae,2007,-75.987,-1.606,Reserva de la Biosfera Yasuní (Lorocachi),Ecuador,0.67,Distance_sampling,22799.75,Herbivore,South America,1976,2.131,0.025,0.005,0,0.474,0.825,182.003,834,3.946,0,0,0,0.279,0.808,0,0,0,0.212,0.816,1464,2.227,175.765,1028,2.868,0,0,0,0.27,0.81,175.765,1028,2.604,0,NA,NA,NA,0.81,175.765
Mazama americana,Cetartiodactyla,Cervidae,2007,-76.439,-0.675,Reserva de la Biosfera Yasuní (Vía Maxus),Ecuador,0.22,Distance_sampling,22799.75,Herbivore,South America,1495,3.334,2.705,0.297,0.161,3.859,0.824,177.806,1746,7.378,14.461,0,0,3.24,0.828,0.899,0.005,0,1.205,0.828,2176,4.398,185.875,1865,5.115,2.467,0,0,2.987,0.832,185.875,NA,NA,NA,NA,NA,NA,NA,NA
Mazama nemorivaga,Cetartiodactyla,Cervidae,2007,-75.987,-1.606,Reserva de la Biosfera Yasuní (Lorocachi),Ecuador,0.78,Distance_sampling,18809.872,Herbivore,South America,1976,2.131,0.025,0.005,0,0.474,0.825,182.003,834,3.946,0,0,0,0.279,0.808,0,0,0,0.212,0.816,1464,2.227,175.765,1028,2.868,0,0,0,0.27,0.81,175.765,1028,2.604,0,NA,NA,NA,0.81,175.765
Microtus miurus,Rodentia,Cricetidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,23.725,Mark_recapture,41,Herbivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1171.542,1.496,0.252,0,0,0.367,0.283,41.165
Muntiacus muntjak,Cetartiodactyla,Cervidae,2007,75.05,13.5,Bhadra Tiger Reserve,India,4.03,Distance_sampling,15925.79,Herbivore,Asia,149,14.213,2.606,23.947,2.566,238.977,0.63,64.849,72,9.858,0.347,3.145,0.601,90.864,0.716,2.548,14.945,2.622,259.99,0.659,144,11.109,70.435,143,10.595,0.108,16.729,2.45,175.039,0.691,70.435,177.333,10.573,0.969,16.264,2.469,194.899,0.696,69.045
Oryx beisa,Cetartiodactyla,Bovidae,2007,37.298,-2.679,,Kenya,0.215,,200576.5,Herbivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Oryx beisa,Cetartiodactyla,Bovidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.015,Census,200576.5,Herbivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,277,10.142,0.058,10.562,11.784,33.79,0.399,165.173
Panthera leo,Carnivora,Felidae,2007,37.6,-2.9,Amboseli NP,Kenya,0,Census,161499.1,Carnivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,277,10.142,0.058,10.562,11.784,33.79,0.399,165.173
Panthera leo,Carnivora,Felidae,2007,37.298,-2.679,,Kenya,0.09,,161499.1,Carnivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Panthera onca,Carnivora,Felidae,2007,-101.24,23.28,Ejido de San Nicolás de los Montes,Mexico,0.016,Mark_recapture,1.00E+05,Carnivore,North America,210,4.971,0.883,2.202,0.005,12.154,0.29,64.391,137,5.686,0.047,1.061,0,7.045,0.255,0.566,2.116,0,9.893,0.29,205,4.886,62.03,177,5.447,0.095,0.967,0,7.965,0.27,62.03,177,6.465,0.095,0.967,0,7.965,0.27,62.03
Panthera onca,Carnivora,Felidae,2007,-101.24,23.28,Ejido de San Nicolás de los Montes,Mexico,0.032,Mark_recapture,1.00E+05,Carnivore,North America,210,4.971,0.883,2.202,0.005,12.154,0.29,64.391,137,5.686,0.047,1.061,0,7.045,0.255,0.566,2.116,0,9.893,0.29,205,4.886,62.03,177,5.447,0.095,0.967,0,7.965,0.27,62.03,177,NA,0.095,0.967,0,7.965,0.27,62.03
Panthera pardus,Carnivora,Felidae,2007,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,0.022,Mark_recapture,52038.22,Carnivore,Asia,140,17.929,4.108,37.159,2.558,631.497,0.549,35.486,81,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,157,17.939,67.51,200,11.282,1.96,22.885,2.353,218.15,0.621,67.51,NA,NA,NA,22.885,2.353,218.15,NA,NA
Panthera pardus,Carnivora,Felidae,2007,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,0.024,Mark_recapture,52038.22,Carnivore,Asia,140,17.929,4.108,37.159,2.558,631.497,0.549,35.486,81,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,157,17.939,67.51,200,11.282,1.96,22.885,2.353,218.15,0.621,67.51,NA,NA,NA,22.885,2.353,218.15,NA,NA
Panthera pardus,Carnivora,Felidae,2007,78.333,30.25,Rajaji National Park,India,0.021,Mark_recapture,52038.22,Carnivore,Asia,603,16.375,0.868,15.054,0.483,178.951,0.565,64.159,140,10.325,1.049,6.951,0,128.726,0.647,2.303,13.867,0.168,110.977,0.611,648,14.225,72.925,192,11.834,1.69,15.594,0.075,346.681,0.618,72.925,NA,NA,NA,15.594,0.075,346.681,NA,NA
Panthera pardus,Carnivora,Felidae,2007,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,0.012,Mark_recapture,52038.22,Carnivore,Asia,140,17.929,4.108,37.159,2.558,631.497,0.549,35.486,81,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,157,17.939,67.51,200,11.282,1.96,22.885,2.353,218.15,0.621,67.51,NA,NA,NA,22.885,2.353,218.15,NA,NA
Panthera pardus,Carnivora,Felidae,2007,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,0.013,Mark_recapture,52038.22,Carnivore,Asia,140,17.929,4.108,37.159,2.558,631.497,0.549,35.486,81,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,157,17.939,67.51,200,11.282,1.96,22.885,2.353,218.15,0.621,67.51,NA,NA,NA,22.885,2.353,218.15,NA,NA
Panthera tigris,Carnivora,Felidae,2007,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,0.004,Mark_recapture,162564,Carnivore,Asia,140,17.929,4.108,37.159,2.558,631.497,0.549,35.486,81,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,157,17.939,67.51,200,11.282,1.96,22.885,2.353,218.15,0.621,67.51,NA,NA,NA,22.885,2.353,218.15,NA,NA
Panthera tigris,Carnivora,Felidae,2007,77.375,8.65,Kalakadu-Mundanthurai Tiger Reserve,India,0.009,Mark_recapture,162564,Carnivore,Asia,140,17.929,4.108,37.159,2.558,631.497,0.549,35.486,81,13.372,1.067,14.307,2.594,229.898,0.655,6.855,17.704,1.661,808.742,0.702,157,17.939,67.51,200,11.282,1.96,22.885,2.353,218.15,0.621,67.51,NA,NA,NA,22.885,2.353,218.15,NA,NA
Panthera tigris,Carnivora,Felidae,2007,78.333,30.25,Rajaji National Park,India,0.058,Mark_recapture,162564,Carnivore,Asia,603,16.375,0.868,15.054,0.483,178.951,0.565,64.159,140,10.325,1.049,6.951,0,128.726,0.647,2.303,13.867,0.168,110.977,0.611,648,14.225,72.925,192,11.834,1.69,15.594,0.075,346.681,0.618,72.925,NA,NA,NA,15.594,0.075,346.681,NA,NA
Panthera tigris,Carnivora,Felidae,2007,99.17,15.42,Huai Kha Khaeng Wildlife Sanctuary,Thailand,0.015,Mark_recapture,162564,Carnivore,Asia,725,12.435,0.533,13.511,0.613,26.469,0.714,112.23,1902,4,0,0.294,0,0.37,0.778,0.284,0.385,0.008,0.794,0.711,1036,5.296,141.103,1746,3.947,0,0.454,0,0.419,0.779,141.103,1746,3.611,0,0.454,0,0.419,0.779,141.103
Papio anubis,Primates,Cercopithecidae,2007,37.6,-2.9,Amboseli NP,Kenya,0.011,Census,17728.56,Omnivore,Africa,394,7.517,0.128,7.316,28.754,62.372,0.416,155.011,261,11.149,0,10.503,9.236,39.309,0.424,0.029,5.134,16.669,46.533,0.421,393,7.855,165.173,277,8.752,0.058,10.562,11.784,33.79,0.399,165.173,277,10.142,0.058,10.562,11.784,33.79,0.399,165.173
Papio anubis,Primates,Cercopithecidae,2007,37.298,-2.679,,Kenya,0.154,,17728.56,Omnivore,Africa,339,7.517,0.394,7.316,28.754,62.372,0.395,155.011,412,10.391,0,0.245,8.762,7.607,0.272,0.064,5.134,16.669,46.533,0.429,340,8.159,163.249,506,6.77,0.546,0.232,11.782,9.408,0.291,163.249,NA,NA,0.546,NA,NA,NA,NA,NA
Pardofelis marmorata,Carnivora,Felidae,2007,117.87,4.98,Ulu Segama,Malaysia,0.031,Mark_recapture,2854.25,Carnivore,Asia,794,9.601,0.358,20.395,1.125,60.901,0.773,112.911,1277,9.397,0,3.129,0,6.023,0.848,0.21,17.596,0.802,18.932,0.828,998,7.941,143.932,1295,7.903,0,1.548,0,6.604,0.846,143.932,1295,10.063,0,1.548,0,6.604,0.846,143.932
Pedetes capensis,Rodentia,Pedetidae,2007,24.8,-28.92,,South Africa,5.77,Distance_sampling,3155.005,Herbivore,Africa,133,9.008,0.839,8.163,0,13.382,0.285,63.998,37,8.65,0,0.206,0,2.192,0.264,2.296,3.576,0,33.622,0.285,84,10.003,70.023,63,8.555,0.048,0.093,0,2.323,0.265,70.023,64.8,12.59,0.5,0.954,0,29.075,0.266,69.898
Peromyscus maniculatus,Rodentia,Cricetidae,2007,-138.083,60.971,Kluane Lake (Yukon),Canada,269.33,Mark_recapture,21.283,Omnivore,North America,1818,0.457,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.713,41.782,1101,3.24,0,0,0,0.024,0.316,41.782,1379.437,0.408,0.032,0,0,0.046,0.236,40.703
